Variant SKU,ADS Price,Suggested Resale,Variant Compare At Price,Handle,Body (HTML),Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Title,Variant Grams,Variant Inventory Qty,Variant Barcode,SEO Title,SEO Description,Variant Weight Unit,Cost per item
RE-K-126-15LC,2.5,8.99,,lung-cancer-awareness-key-chain-1-key-chain-retail,"<p>This Lung Cancer awareness key chain has a round silver ring with a white ribbon hanging in the center and the words ""Lung Cancer Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Lung Cancer Awareness Key Chain,45.359237,999,'810003046697,"Lung Cancer Awareness Key Chain, White Ribbon Jewelry Gift Shop",This Lung Cancer Awareness Key Chain has a white ribbon on a pretty silver charm. Great gift for someone affected by lung cancer.,lb,
RE-K-126-3OC,2.5,8.99,,ovarian-cancer-awareness-key-chain-1-key-chain-retail,"<p>This ovarian cancer awareness key chain has a round silver ring with a teal ribbon hanging in the center and the words ""Ovarian Cancer Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Ovarian Cancer Awareness Key Chain,45.359237,9,'8945091222059,"Ovarian Cancer Awareness Key Chain, Teal Ribbon Gift Shop",Carry a Teal Ribbon Ovarian Cancer Awareness Key Chain to show support for a loved one battling ovarian cancer. The pretty heart shaped key chain also makes a thoughtful gift for someone undergoing treatment.,lb,
RE-K-126-4AL,2.5,8.99,,alzheimers-awareness-key-chain-1-key-chain-retail,"<p>This Alzheimer's disease awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Alzheimer's Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Alzheimer's Awareness Key Chain,45.359237,21,'849228099966,"Alzheimer's Awareness Key Chain, Purple Ribbon Jewelry Gift Shop",Carry an Alzheimer's Awareness Key Chain to show your support for Alzheimer's disease awareness and caregivers everywhere you go. Purple ribbon cause awareness jewelry also makes a great gift!,lb,
RE-K-126-4CR,2.5,8.99,,crohns-disease-awareness-key-chain-1-key-chain-retail,"<p>This Crohn's disease awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Crohn's Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Crohn's Disease Awareness Key Chain,45.359237,999,'849228099980,"Crohn's Awareness Key Chain, Purple Ribbon Jewelry Gift Shop",Carry a Crohn's Awareness Key Chain to show your support for Crohn's disease awareness everywhere you go. Purple ribbon cause awareness jewelry also makes a great gift!,lb,
RE-K-126-4DV,2.5,8.99,,domestic-violence-awareness-key-chain-1-key-chain-retail,"<p>This Domestic Violence awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Domestic Violence Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Domestic Violence Awareness Key Chain,45.359237,999,'849228008272,"Domestic Violence Awareness Key Chain, Purple Ribbon Jewelry Gift",Carry a Domestic Violence Awareness Key Chain to show your support for domestic abuse prevention awareness everywhere you go. Purple ribbon cause awareness jewelry also makes a great gift!,lb,
RE-K-126-4EP,2.5,8.99,,epilepsy-awareness-key-chain-1-key-chain-retail,"<p>This purple ribbon Epilepsy awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Epilepsy Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Epilepsy Awareness Key Chain,45.359237,999,'810003043726,"Epilepsy Awareness Key Chain, Purple Ribbon Jewelry Gift Shop",Carry an Epilepsy Awareness Key Chain to show your support for Epilepsy awareness everywhere you go. Purple ribbon cause awareness jewelry also makes a great gift!,lb,
RE-K-126-4FB,2.5,8.99,,fibromyalgia-awareness-key-chain-1-key-chain-retail,"<p>This purple ribbon Fibromyalgia awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Fibromyalgia Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Fibromyalgia Awareness Key Chain,45.359237,999,'849228026474,"Fibromyalgia Awareness Key Chain, Purple Ribbon Jewelry Gift Shop",Carry a Fibromyalgia Awareness Key Chain to show your support for Fibromyalgia awareness everywhere you go. Purple ribbon cause awareness jewelry also makes a great gift!,lb,
RE-K-126-4LU,2.5,8.99,,lupus-awareness-key-chain-1-key-chain-retail,"<p>This purple ribbon Lupus awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Lupus Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Lupus Awareness Key Chain,45.359237,998,'849228023770,"Lupus Awareness Key Chain, Purple Ribbon Jewelry Gift Shop",Carry a Lupus Awareness Key Chain to show your support for Lupus awareness everywhere you go. Purple ribbon cause awareness jewelry also makes a great gift!,lb,
RE-K-126-4PC,2.5,8.99,,pancreatic-cancer-awareness-key-chain-1-key-chain-retail,"<p>This Pancreatic Cancer awareness key chain has a round silver ring with a purple ribbon hanging in the center and the words ""Pancreatic Cancer Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Pancreatic Cancer Awareness Key Chain,45.359237,999,'849228026504,"Pancreatic Cancer Awareness Key Chain, Purple Ribbon Gift Shop",Carry a Pancreatic Cancer Awareness Key Chain to show your support for Pancreatic Cancer awareness everywhere you go. Purple ribbon cause awareness jewelry also makes a great gift!,lb,
RE-K-126-5LK,2.5,8.99,,leukemia-awareness-key-chain-1-key-chain-retail,"<p>This Leukemia awareness key chain has a round silver ring with an orange ribbon hanging in the center and the words ""Leukemia Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Leukemia Awareness Key Chain,45.359237,999,'810003043825,Leukemia Awareness Orange Ribbon Key Chain Gift Shop,This Leukemia Awareness Key Chain has a unique hanging style orange ribbon on a silver horseshoe key ring. Perfect to show your support for leukemia awareness.,lb,
RE-K-126-7BC,2.5,8.99,,brain-cancer-awareness-key-chain-1-key-chain-retail,"<p>This brain cancer awareness key chain has a round silver ring with a gray ribbon hanging in the center and the words ""Brain Cancer Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Brain Cancer Awareness Key Chain,45.359237,999,'849228026528,"Brain Cancer Awareness Key Chain, Gray Ribbon Jewelry Gifts",Our Brain Cancer Awareness Key Chain is a perfect Gray Ribbon Jewelry Gift to show support for brain cancer patients and their families.,lb,
RE-K-126-7PK,2.5,8.99,,parkinsons-awareness-key-chain-1-key-chain-retail,"<p>This Parkinson's disease awareness key chain has a round silver ring with a gray ribbon hanging in the center and the words ""Parkinson's Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Parkinson's Awareness Key Chain,45.359237,999,'810003046413,"Parkinson's Awareness Key Chain, Gray Ribbon Jewelry Gifts",Our Parkinson's Awareness Key Chain is a perfect Gray Ribbon Jewelry Gift to show support for Parkinson's disease patients and their families and caregivers.,lb,
RE-K-126-8CC,2.5,8.99,,colon-cancer-awareness-key-chain-1-key-chain-retail,"<p>This colon cancer awareness key chain has a round silver ring with a dark blue ribbon hanging in the center and the words ""Colon Cancer Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Colon Cancer Awareness Key Chain,45.359237,500,'849228018806,"Colon Cancer Awareness Key Chain, Dark Blue Ribbon Gift Shop",Carry a Colon Cancer Awareness Key Chain from our Dark Blue Ribbon Gift Shop to stand in solidarity with someone battling colon cancer.,lb,
RE-K-126-9LY,2.5,8.99,,lymphoma-awareness-key-chain-1-key-chain-retail,"<p>This lymphoma awareness key chain is a round silver ring with a lime green ribbon hanging in the center and the words ""Lymphoma Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the ribbon charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Lymphoma Awareness Key Chain,45.359237,498,'849228036954,"Lymphoma Awareness Key Chain, Lime Green Ribbon Jewelry Gifts",This Lymphoma Awareness Key Chain has a hanging Lime Green Ribbon on pretty silver charm. Perfect to carry to show your support for lymphoma awareness.,lb,
RE-K-126-9MD,2.5,8.99,,muscular-dystrophy-awareness-key-chain-1-key-chain-retail,"<p>This muscular dystrophy awareness key chain is a round silver ring with a lime green ribbon hanging in the center and the words ""Muscular Dystrophy Awareness"" around the outside on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the ribbon charm is 3/4 inch in diameter.</p>",Title,Default Title,,,,,Muscular Dystrophy Awareness Key Chain,45.359237,500,'849228099065,"Muscular Dystrophy Awareness Key Chain, Lime Green Ribbon Jewelry",This Muscular Dystrophy Awareness Key Chain has a hanging Lime Green Ribbon on pretty silver charm. Perfect to carry to show your support for MDA awareness.,lb,
RE-K-129-11CC,2.5,8.99,,childhood-cancer-awareness-horseshoe-key-chain-1-key-chain-retail,"<p>This Childhood Cancer awareness key chain features a pretty silver heart charm that reads, ""Childhood Cancer Awareness."" The charm includes a gold ribbon and hangs on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter, and the charm is 3/4 inch by 3/4 inch.</p>",Title,Default Title,,,,,Childhood Cancer Awareness Horseshoe Key Chain,45.359237,12,'8945091230818,Childhood Cancer Awareness Horseshoe Key Chain Gift Shop,"This Childhood Cancer Awareness Horseshoe Key Chain features a pretty silver heart charm that reads, ""Childhood Cancer Awareness."" The charm includes a gold ribbon and hang on horseshoe style key rings.",lb,
RE-K-129-28CV,2.5,8.99,,coronavirus-covid-19-awareness-heart-key-chain-1-key-chain-retail,"<p>This coronavirus COVID-19 key chain is a silver heart charm with a red and yellow ribbon and the words ""Coronavirus Awareness"" on a horseshoe style key ring. The key ring is 1 1/4 inches in diameter and the charm is 3/4 inch by 3/4 inch.</p>",Title,Default Title,,,,,Coronavirus (COVID-19) Awareness Heart Key Chain,45.359237,500,'8945091231853,Coronavirus COVID-19 Awareness Heart Key Chain,Our Coronavirus COVID-19 Awareness Heart Key Chain makes a great gift for essential workers during the pandemic.,lb,
RE-K-129-32SA,2.5,8.99,,heart-suicide-awareness-key-chain-1-key-chain-retail,"<p>This suicide awareness key chain has a silver heart charm with a teal and purple ribbon and the words ""Suicide Awareness"" on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch by 3/4 inch.</p>",Title,Default Title,,,,,Heart Suicide Awareness Key Chain,45.359237,999,'8945091221878,"Heart Suicide Awareness Key Chain, Teal & Purple Ribbon Jewelry",This Heart Suicide Awareness Key Chain has a teal and purple ribbon on a pretty silver heart charm. Great to show support for suicide prevention awareness or makes a thoughtful gift.,lb,
RE-K-13-SPCH,2.5,8.99,,cheerleading-heart-key-chain-1-key-chain-retail,"<p>This Cheerleading Heart key chain has an adorable silver heart charm with the words ""I"" and ""Cheerleading"" across the heart on a horseshoe style key ring. Great gift for someone who just made the cheerleading squad. The key ring is 1 1/4 inches in diameter and the charm is 3/4 inch tall by 3/4 inch wide.</p>",Title,Default Title,,,,,Cheerleading Heart Key Chain,45.359237,500,'8945091224190,"Cheerleading Heart Key Chain, Sports Jewelry Gift Shop",Carry a Cheerleading Heart Key Chain to show your love of all things cheer related. Cheerleader jewelry makes a great gift.,lb,
RE-K-132-RB,2.5,8.99,,rainbow-infinity-gay-pride-key-chains,<p>This rainbow infinity key chain features a rainbow-striped heart charm  on horseshoe style key ring   The key ring  is 1 1/2 inches in diameter and the charm is 3/4 inch by 1/4 inch wide.</p>,Package Quantity,1 Keychain,,,,,Rainbow Infinity Gay Pride Key Chains,18.00761709,500,'8945091228303,Rainbow Infinity Gay Pride Key Chains Wholesale,These wholesale Rainbow Infinity Gay Pride Key Chains feature rainbow striped heart charms on horseshoe style key rings. They're wonderful giveaway items or prizes for any LGBTQ event.,lb,
RE-K-134-2,2.5,8.99,,autism-owl-puzzle-piece-key-chain-1-autism-key-chain-retail,<p>This autism owl key chain is a colorful owl shaped charm with a puzzle piece design on a horseshoe style key ring. The key ring is 1 1/4 inches in diameter and the charm is 7/8 inch by 5/8 inch.</p>,Title,Default Title,,,,,Autism Owl Puzzle Piece Key Chain,45.359237,0,'810003043382,"Autism Owl Puzzle Piece Key Chain, Autism Ribbon Jewelry Gifts",Our Autism Owl Puzzle Piece Key Chain makes a great gift for a supporter of autism spectrum disorder awareness. Give autism ribbon awareness jewelry to show your gratitude and help spread ASD awareness.,lb,
RE-K-135-2,2.5,8.99,,autism-tree-puzzle-piece-key-chain-1-autism-key-chain-retail,<p>This autism tree key chain is a colorful tree shaped charm with a puzzle piece design on a horseshoe style key ring. The key ring is 1 1/4 inches in diameter and the charm is 7/8 inch by 5/8 inch.</p>,Title,Default Title,,,,,Autism Tree Puzzle Piece Key Chain,45.359237,999,'810003043467,"Autism Tree Puzzle Piece Key Chain, Autism Awareness Jewelry",Our Autism Tree Puzzle Piece Key Chain makes a great gift for a supporter of autism spectrum disorder awareness. Give autism ribbon awareness jewelry to show your gratitude and help spread ASD awareness.,lb,
RE-K-14-SPCH,2.5,8.99,,jumping-cheerleader-key-chain-1-key-chain-retail,<p>This cheerleader key chain has an adorable silver charm shaped like a jumping cheerleader with pom poms on a horseshoe style key ring. Great gift for someone who just made the cheerleading squad. The key ring is 1 1/4 inches in diameter and the charm is 7/8 inch tall by 5/8 inch wide.</p>,Title,Default Title,,,,,Jumping Cheerleader Key Chain,45.359237,500,'8945091224213,"Jumping Cheerleader Key Chain, Cheer Jewelry Gift Shop",Carry a Jumping Cheerleader Key Chain to show your love of all things cheer related. Cheerleader jewelry makes a great gift.,lb,
RE-K-140-2,2.5,8.99,,autism-puzzle-piece-caged-heart-key-chain,<p>This autism key chain includes a silver caged heart charm with a colorful design of cutout puzzle pieces on a horseshoe style key ring. This charm is 3/4 inch by 3/4 inch.</p>,Title,Default Title,,,,,Autism Puzzle Piece Caged Heart Key Chain,45.359237,999,'8945091238296,Multicolored Caged Heart Autism Puzzle Piece Key Chain,Our multicolored heart autism puzzle piece key chain makes a great gift for a supporter of autism awareness. We ship all across the USA!,lb,
RE-K-141-2,2.5,8.99,,autism-awareness-crystal-heart-puzzle-key-chains,<p>This autism awareness key chain includes a†colorful heart charm filled with puzzle pieces and outlined with beautiful sparkling clear crystals on a horseshoe style key ring. The key ring is 1 1/4 inches in diameter and the charm is 3/4 inch by 3/4 inch. </p>,Package Quantity,1 Keychain,,,,,Autism Awareness Crystal Heart Puzzle Key Chains,18.00761709,7,'8945091238302,"Autism Awareness Heart Key Chains, Wholesale Autism Awareness",Our wholesale Autism Awareness Heart Key Chains are perfect for your autism spectrum disorder fundraising event. We ship all across the USA!,lb,
RE-K-143-2,2.5,8.99,,crystal-autism-4-puzzle-piece-cluster-horseshoe-key-chain,<p>This crystal autism awareness key chain features a 4 puzzle piece cluster charm on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch by 3/4 inch.</p>,Title,Default Title,,,,,Crystal Autism 4 Puzzle Piece Cluster Horseshoe Key Chain,45.359237,999,'8945091238333,"Autism Puzzle Piece Cluster Key Chain, Autism Awareness Gifts",This Autism Puzzle Piece Horseshoe Key Chain is a wonderful gift for those who want to show support and raise awareness. We ship nationwide!,lb,
RE-K-144-2,2.5,8.99,,autism-awareness-4-puzzle-piece-cluster-key-chain,<p>This autism awareness key chain features a†4 puzzle piece cluster charm on a horseshoe style key ring. The key ring is 1 1/4 inches in diameter and the charm is 3/4 inch by 3/4 inch.†</p>,Title,Default Title,,,,,Autism Awareness 4 Puzzle Piece Cluster Key Chain,45.359237,999,'8945091238357,"Autism Awareness Puzzle Piece Key Chain, Autism Jewelry Gifts",Our Autism Awareness Puzzle Piece Key Chain makes a great gift for a supporter of autism spectrum disorder awareness. We ship nationwide!,lb,
RE-K-147-BLM,2.5,8.99,,black-lives-matter-keychain,<p>This stunning Black Lives Matter†keychain lets you show support†for the Black Lives Matter movement. This BLM†keychain is a square sterling silver plated charm†on a†horse shoe style keychain.</p>,Title,Default Title,,,,,Black Lives Matter Keychain,90.718474,500,'8945091238876,Black Lives Matter Keychains For Gift Giving,This stunning Black Lives Matter keychain is sterling silver plated and have a square shaped charm that says BLACK LIVES MATTERS in all capital letters. We ship all across the USA!,lb,
RE-K-15-TS,2.5,8.99,,math-science-history-key-chain-1-key-chain-retail,"This teacher appreciation key chain is a silver charm in the shape of three books with the words ""Math Science History"" on it on a horseshoe style key ring. The <span style=""background-color: initial;"">key ring is 1 1/4 inches in diameter and the charm is 3/8 inch tall by 3/4 inch wide.</p>",Title,Default Title,,,,,Math Science History Key Chain,45.359237,500,'8945091220475,"Math Science History Key Chain, Teacher Appreciation Gift Shop",This Math Science History Key Chain has a book shaped charm on a horseshoe style key ring. Great gift for your favorite school teacher.,lb,
RE-K-17-TS,2.5,8.99,,special-teacher-key-chain-1-key-chain-retail,"This teacher appreciation key chain is a silver charm in the shape of an apple with the words ""Special Teacher"" on it on a horseshoe style key ring. The <span style=""background-color: initial;"">key ring is 1 1/4 inches in diameter and the charm is 3/4 inch tall by 3/4 inch wide.</p>",Title,Default Title,,,,,Special Teacher Key Chain,45.359237,500,'8945091220529,"Special Teacher Key Chain, School Appreciation Jewelry Gift Shop",This Special Teacher Key Chain has an apple shaped charm on a horseshoe style key ring. Great gift for your favorite school teacher.,lb,
RE-K-18-TS,2.5,8.99,,teacher-appreciation-key-chain-1-key-chain-retail,"This teacher appreciation key chain is a silver rectangle shaped charm spelling out the word ""Teacher"" on it on a horseshoe style key ring. The <span style=""background-color: initial;"">key ring is 1 1/4 inches in diameter and the charm is 1/8 inch tall by 5/8 inch wide.</span>",Title,Default Title,,,,,Teacher Appreciation Key Chain,45.359237,500,'8945091220543,"Teacher Appreciation Key Chain, School Jewelry Gift Shop",This Teacher Appreciation Key Chain has an adorable silver charm on a horseshoe style key ring. Great gift for your favorite school teacher.,lb,
RE-K-22-P,2.5,8.99,,wait-for-me-at-the-rainbow-bridge-key-chains,"<p>Our ""Wait for Me at the Rainbow Bridge"" sterling silver key chains feature an adorable heart-shaped charm with a small paw print detail. The key chains work wonderfully as door prizes, giveaway items, and fundraising pieces for any animal awareness cause. The charms are 1-inch by 1-inch.</p>",Package Quantity,1 Keychain,,,,,Wait For Me At The Rainbow Bridge Key Chains,18.00761709,500,'8945091227214,Wait For Me At The Rainbow Bridge Key Chains Wholesale,"Our wholesale Wait For Me At The Rainbow Bridge Key Chains feature the phrase ""Wait For Me At The Rainbow Bridge"" on a heart-shaped charm with a small paw print",lb,
RE-K-25-2,2.5,8.99,,silver-puzzle-piece-horseshoe-key-chains,<p>This autism puzzle key chain has a large sterling silver plated puzzle piece charm on a horseshoe style key ring. The puzzle piece charm is 2.5 cm x 2.5 cm. </p>,Package Quantity,1 Keychain,,,,,Autism Silver Puzzle Piece Key Chains,18.00761709,498,'849228047011,"Puzzle Piece Horseshoe Key Chains, Autism Awareness Jewelry",Our wholesale silver puzzle piece horseshoe key chains are perfect for your autism fundraising event. Sell autism awareness key chains to raise money and show your support for autism awareness.,lb,
RE-K-25-2H,2.5,8.99,,autism-puzzle-piece-horseshoe-key-chain-1-autism-key-chain-retail,<p>This autism key chain is a sterling silver plated puzzle piece on a horseshoe style key ring. This key chain is 2.5 cm x 2.5 cm.</p>,Title,Default Title,,,,,Autism Puzzle Piece Horseshoe Key Chain,45.359237,999,'849228047028,"Autism Puzzle Piece Horseshoe Key Chain, Autism Awareness Jewelry",Our autism puzzle piece horseshoe key chain is perfect to show your support for autism awareness. Give an autism awareness key chain to held spread awareness.,lb,
RE-K-29-10DS,2.5,8.99,,down-syndrome-blue-yellow-ribbon-key-chain-1-key-chain-retail,"<p>This Down syndrome awareness key chain has a blue and yellow ribbon with the words ""Down Syndrome"" on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch tall. </p>",Title,Default Title,,,,,Down Syndrome Blue & Yellow Ribbon Key Chain,45.359237,999,'849228080759,"Down Syndrome Blue & Yellow Ribbon Key Chain, Awareness Jewelry",Give a Down Syndrome Blue & Yellow Ribbon Key Chain to a new mom or grandparent to show your love and support for Down syndrome awareness.,lb,
RE-K-29-13CP,2.5,8.99,,cerebral-palsy-green-ribbon-key-chain-1-key-chain-retail,"<p>This Cerebral Palsy awareness key chain is a green ribbon charm with the words ""Cerebral Palsy"" on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the ribbon charm is 3/4 inch tall.</p>",Title,Default Title,,,,,Cerebral Palsy Green Ribbon Key Chain,45.359237,498,'849228080773,"Cerebral Palsy Green Ribbon Key Chain, Awareness Jewelry Gift Shop",Carry a Cerebral Palsy Green Ribbon Key Chain to show your support. An awareness key chain goes everywhere you go and can be a great conversation starter.,lb,
RE-K-29-17MA,2.5,8.99,,melanoma-black-ribbon-key-chain-1-key-chain-retail,"<p>This Melanoma awareness key chain is a black ribbon charm with the word ""Melanoma"" on a sterling silver plated horseshoe style key ring. The ribbon charm is 3/4 inch tall.</p>",Title,Default Title,,,,,Melanoma Black Ribbon Key Chain,45.359237,999,'849228089240,"Melanoma Black Ribbon Key Chain, Awareness Jewelry Gift Shop",This Melanoma Black Ribbon Key Chain can be carried everyday to show support for melanoma awareness. Cause awareness jewelry makes a thoughtful gift.,lb,
RE-K-29-4AL,2.5,8.99,,alzheimers-purple-ribbon-key-chain-1-key-chain-retail,"<p>This Alzheimer's disease awareness key chain is a purple ribbon charm with the word ""Alzheimer's"" on a sterling silver plated horseshoe style key ring. The ribbon charm is 3/4 inch tall.</p>",Title,Default Title,,,,,Alzheimer's Purple Ribbon Key Chain,45.359237,500,'849228088847,"Alzheimer's Purple Ribbon Key Chain, Cause Awareness Jewelry Gift",Carry an Alzheimer's Awareness Purple Ribbon Key Chain to show your support for Alzheimer's disease awareness and caregivers everywhere you go. Cause awareness jewelry makes a great gift or giveaway.,lb,
RE-K-29-4CF,2.5,8.99,,cystic-fibrosis-purple-ribbon-key-chain-1-key-chain-retail,"<p>This Cystic Fibrosis awareness key chain is a purple ribbon charm with the words ""Cystic Fibrosis"" on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the ribbon charm is 3/4 inch tall.</p>",Title,Default Title,,,,,Cystic Fibrosis Purple Ribbon Key Chain,45.359237,10,'849228080650,"Cystic Fibrosis Purple Ribbon Key Chain, Cause Awareness Jewelry",Carry a Cystic Fibrosis Purple Ribbon Key Chain to show your support for Cystic Fibrosis awareness everywhere you go. Cause awareness jewelry also makes a great gift!,lb,
RE-K-29-4FB,2.5,8.99,,fibromyalgia-purple-ribbon-key-chain-1-key-chain-retail,"<p>This Fibromyalgia awareness key chain is a purple ribbon charm with the word ""Fibromyalgia"" on a sterling silver plated horseshoe style key ring. The ribbon charm is 3/4 inch tall.</p>",Title,Default Title,,,,,Fibromyalgia Purple Ribbon Key Chain,45.359237,999,'849228079210,"Fibromyalgia Purple Ribbon Key Chain, Cause Awareness Jewelry",This Fibromyalgia Purple Ribbon Key Chain makes it easy to show your support for fibromyalgia awareness everywhere you go.,lb,
RE-K-29-5MS,2.5,8.99,,multiple-sclerosis-orange-ribbon-key-chain-1-key-chain-retail,"<p>This Multiple Sclerosis awareness key chain is an orange ribbon charm with the words ""Multiple Sclerosis"" on a sterling silver plated horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the ribbon charm is 3/4 inch tall.</p>",Title,Default Title,,,,,Multiple Sclerosis Orange Ribbon Key Chain,45.359237,999,'849228080735,"Multiple Sclerosis Orange Ribbon Key Chain, Awareness Jewelry",This Multiple Sclerosis Orange Ribbon Key Chain for MS Awareness is perfect to show your support for multiple sclerosis patients and caregivers awareness.,lb,
RE-K-29-6AI,2.5,8.99,,aids-red-ribbon-key-chain-1-key-chain-retail,"<p>This AIDS awareness key chain is a red ribbon with the word ""AIDS"" on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch tall.</p>",Title,Default Title,,,,,AIDS Red Ribbon Key Chain,45.359237,500,'810003042989,"AIDS Red Ribbon Key Chain, HIV/AIDS Awareness Jewelry Gift Shop",This AIDS Red Ribbon Key Chain makes it easy to show your support for HIV/AIDS awareness. The red ribbon awareness key chain makes a thoughtful gift or keepsake.,lb,
RE-K-29-8CA,2.5,8.99,,child-abuse-dk-blue-ribbon-key-chain-1-key-chain-retail,"<p>This Child Abuse Awareness key chain is a dark blue ribbon with the words ""Child Abuse"" on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch tall.</p>",Title,Default Title,,,,,Child Abuse Dk Blue Ribbon Key Chain,45.359237,500,'810003044778,"Child Abuse Dark Blue Ribbon Key Chain, Awareness Jewelry Gifts",Carry a Child Abuse Awareness Ribbon Key Chain from our Dark Blue Ribbon Gift Shop to show you have zero tolerance for child abuse.,lb,
RE-K-29B-4,2.5,8.99,,believe-purple-ribbon-keychains,"<p>This believe purple ribbon keychain has a purple ribbon charm with the word ""Believe"" on a silver horseshoe style key ring. The sterling silver plated keychain is 1 1/2 inches in diameter with the charm being 3/4 inch tall.</p>",Package Quantity,1 Keychain,,,,,Believe Purple Ribbon Keychains,18.00761709,500,'849228051650,"Believe Purple Ribbon Key Chains Wholesale, Alzheimer√¢‚Ç¨‚Ñ¢s Awareness",Our wholesale believe purple ribbon key chains are perfect for your Alzheimer's or cancer fundraising event. Selling purple cancer ribbon key chains is an easy and fun way to raise money and show your support.,lb,
RE-K-29H-1,2.5,8.99,,hope-pink-ribbon-keychain-1-keychain-retail,"<p>This hope pink ribbon keychain has a pink ribbon charm with the word ""Hope"" on a sterling silver plated horseshoe style key ring. The ribbon charm is 3/4"" tall.</p>",Title,Default Title,,,,,Hope Pink Ribbon Keychain,45.359237,0,'849228053449,Hope Pink Ribbon Breast Cancer Awareness Keychain,This Hope Pink Ribbon Breast Cancer Awareness keychain is perfect to carry everyday to show your support for breast cancer awareness or makes a beautiful gift.,lb,
RE-K-29H-4,2.5,8.99,,hope-purple-ribbon-key-chain-1-key-chain-retail,"<p>This hope purple ribbon key chain is a purple ribbon charm with the word ""Hope"" on a sterling silver plated horseshoe style key ring. The ribbon charm is 3/4 inch tall.</p>",Title,Default Title,,,,,Hope Purple Ribbon Key Chain,45.359237,8,'849228051681,"Hope Purple Ribbon Key Chain, Cystic Fibrosis Awareness Jewelry",This hope purple ribbon key chain makes it easy to show your support for cystic fibrosis awareness or other purple ribbon cause.,lb,
RE-K-29SV,2.5,8.99,,silver-ribbon-survivor-keychain-1-keychain-retail,"<p>This keychain has a silver ribbon charm engraved with the word ""Survivor"" on a horseshoe style key ring. The key ring is 1 1/2 inches in diameter and the charm is 3/4 inch by 1/2 inch.</p>",Title,Default Title,,,,,Silver Ribbon Survivor Keychain,45.359237,500,'8945091221953,"Silver Ribbon Survivor Keychain, Awareness Jewelry Gift Shop",Give a Silver Ribbon Survivor keychain to someone special fighting an illness to show your love and support. This special silver key ring is sure to be appreciated and cherished.,lb,
