Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value",Category,"Variant Barcode",Images
491,489,"Autism Colored Puzzle Piece Heart Beaded Charm Bracelets","<p>These autism awareness silver beaded bracelets have a heart charm with a colorful puzzle piece design. These bracelets are 7 1/2 inches with a toggle clasp and are elastic so they stretch to fit most any size wrist. Each bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Boîte Musique,Autism - Wholesale, Bracelets, clearance_No, color_Multicolored, Generic, GiftOption_Yes, product-type_Bracelets, Wholesale Merchandise Shop, Wholesale Merchandise Shop: All Bracelets-4, Whol",0.008981128926,RE-B01-95-2,,autism-colored-puzzle-piece-heart-beaded-charm-bracelets,5.5,,5.5,500,15.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'849228072815,202105181445autism-colored-puzzle-piece-heart-beaded-charm-bracelets351399202.jpg
492,490,"Round Suicide Awareness Beaded Bracelet","<p>This suicide awareness beaded bracelet includes silver beads and a round, teal and purple ribbon cutout charm. This is a wonderful piece to show your support and raise awareness for suicide prevention. The suicide awareness charm is 7/8 inch in diameter. The bracelet is 7 1/2 inches and is made with elastic, so it stretches to fit most any size wrist. It closes with a beautiful, heart-shaped toggle clasp.</p>","Wholesale Merchandise Shop",vendor-unknown,"Mini Keyboard,QWERTY Keyboard,Mini Mouse,Miniature Controller,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Teal-Purple, GiftOption_Yes, product-type_Bracelets, Suicide Awareness, Teal & Purple Ribbo",0.0226796185,RE-B01C35-32SA,,round-suicide-awareness-beaded-bracelet-1-bracelet-retail,5.5,,5.5,999,15.99,Title,"Default Title",,,,,,'8945091228761,202105181445round-suicide-awareness-beaded-bracelet-1-bracelet-retail283102970.jpg
493,491,"Heart Suicide Awareness Teal & Purple Ribbon Rope Bracelets","<p>This heart suicide awareness teal and purple ribbon rope bracelet has a teal and purple string wrapped around a sterling silver plated chain. The bracelet has two charms: a teal and purple ribbon charm and a silver heart charm that says ""Suicide Awareness"". The toggle style bracelet is 8 inches.</p>","Wholesale Merchandise Shop",vendor-unknown,"Wireless,Headphones,Bluetoooth,Rechargeable,Charging Case,Built-in Mic,bracelet-style_Charm, Bracelets, clearance_No, color_Teal-Purple, GiftOption_Yes, product-type_Bracelets, Suicide Awareness, Teal & Purple Ribbon - Wholesale, Wholesale Merchandise Shop, Whol",0.0226796185,RE-B02-129-32SA,,heart-suicide-awareness-teal-purple-ribbon-rope-bracelets,4,,4,997,15.99,Title,"Default Title",,,,,"Teal & Purple Ribbon",'8945091221939,202105181445heart-suicide-awareness-teal-purple-ribbon-rope-bracelets228623628.jpg
494,492,"Round Suicide Awareness Teal & Purple Ribbon Rope Bracelets","<p>This suicide awareness bracelet is created with a teal string wrapped around a sterling sliver-plated chain. The bracelet features two charms: a ""Suicide Awareness"" circular charm with cutout teal and purple ribbon, and a large teal and purple awareness ribbon. The bracelet is 8 inches. The round charm is 7/8 inch in diameter, and the large ribbon charm is 3/4 inch tall.</p>","Wholesale Merchandise Shop",vendor-unknown,"Karaoke Microphone,Studio Condenser,Microphone,Broadcasting Microphone,bracelet-style_Charm, Bracelets, clearance_No, color_Teal-Purple, GiftOption_Yes, product-type_Bracelets, Suicide Awareness, Teal & Purple Ribbon - Wholesale, Wholesale Merchandise Shop, Whol",0.0226796185,RE-B02-C35-32SA,,pack-of-12-round-suicide-awareness-teal-purple-ribbon-rope-bracelets-12-bracelets,4,,4,999,15.99,Title,"Default Title",,,,,"Teal & Purple Ribbon",'8945091228723,202105181445pack-of-12-round-suicide-awareness-teal-purple-ribbon-rope-bracelets-12-bracelets355058174.jpg
495,493,"Crystal Pink Ribbon Partial Beaded Bracelet","<p>This breast cancer awareness bracelet has pretty pink and silver beads between a double thickness silver bar and a crystal pink ribbon charm. The sterling silver plated bracelet is 7 1/2 inches with a toggle clasp and has elastic so it stretches to fit most any size wrist. </p>","Wholesale Merchandise Shop",vendor-unknown,"Boîte Musique,bracelet-style_Beaded, bracelet-style_Charm, bracelet-style_Stretch, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Whole",0.0226796185,RE-B113-139-1,,crystal-pink-ribbon-partial-beaded-bracelet-1-bracelet-retail,4.25,,4.25,999,15.99,Title,"Default Title",,,,,"Pink Ribbon",'8945091222271,202105181445crystal-pink-ribbon-partial-beaded-bracelet-1-bracelet-retail72468619.jpg
496,494,"Suicide Awareness Partial Beaded Bracelets","<p>This suicide awareness partial beaded bracelet is created with silver beads, strung between two elegant silver bars. The bracelet features a heart-shaped charm, detailed with a teal and purple awareness ribbon. This bracelet is a wonderful way to show your support and raise awareness for suicide prevention. It is 7 1/2 inches with a toggle clasp and elastic, so it stretches to fit most any size wrist. The charm is 5/8 inch by 5/8 inch.</p>","Wholesale Merchandise Shop",vendor-unknown,"bracelet-style_Beaded, bracelet-style_Charm, Bracelets, clearance_No, color_Teal-Purple, GiftOption_Yes, product-type_Bracelets, Suicide Awareness, Teal & Purple Ribbon - Wholesale, Wholesale ",0.045359237,RE-B113-H32SA,,pack-of-12-suicide-awareness-partial-beaded-bracelets-12-bracelets,4.25,,4.25,999,15.99,Title,"Default Title",,,,,,'8945091228662,202105181445pack-of-12-suicide-awareness-partial-beaded-bracelets-12-bracelets175070729.jpg
497,495,"Rainbow Upside Down Triangle Partial Beaded Bracelets","<p>These gay pride awareness bracelets have pretty silver beads strung between double thickness silver bars. They feature upside-down triangle rainbow charms, perfect for raising awareness and showing support for LGBTQ pride. These sterling silver-plated bracelets are 7 1/2 inches with a toggle clasp and elastic, so they stretch to fit most any size wrist.</p>","Wholesale Merchandise Shop",vendor-unknown,"Maquette en bois à assembler,Moyen,Véhicule,bracelet-style_Beaded, bracelet-style_Charm, Bracelets, clearance_No, color_Rainbow, Generic, GiftOption_Yes, product-type_Bracelets, Rainbow - Wholesale, Wholesale Merchandise Shop, Wholesal",0.005987419284,RE-B113-RBP19,,rainbow-upside-down-triangle-partial-beaded-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Gay Pride",'8945091229393,202105181445rainbow-upside-down-triangle-partial-beaded-bracelets318570683.jpg
498,496,"Large Pink Ribbon Chunky Charm Bracelet","<p>This breast cancer awareness chunky charm bracelet has a pink ribbon charm on a silver chunky linked bracelet with a toggle clasp. The bracelet is 8 1/2 inches and the charm is 3/4 inch. This high quality bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Maquette en bois à assembler,Moyen,Véhicule,bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Br",0.0226796185,RE-B33-01-1,,large-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail,4.25,,4.25,251,15.99,Title,"Default Title",,,,,"Pink Ribbon",'849228087185,202105181445large-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail191751985.jpg
499,497,"Large Red Ribbon Chunky Charm Bracelet","<p>This red ribbon awareness chunky charm bracelet has a red ribbon charm on a silver chunky linked bracelet with a toggle clasp. The bracelet is 8 1/2 inches and the charm is 3/4 inch. This high quality bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Maquette en bois à assembler,Moyen,Véhicule,bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Red, Generic, GiftOption_Yes, product-type_Bracelets, Red Ribbon - Retail, walmart, Wholesale Merchandise Shop: Brac",0.0226796185,RE-B33-01-6,,large-red-ribbon-chunky-charm-bracelet-1-bracelet-retail,4.25,,4.25,189,15.99,Title,"Default Title",,,,,"Red Ribbon",'8945091224497,202105181445large-red-ribbon-chunky-charm-bracelet-1-bracelet-retail62811518.jpg
500,498,"Rainbow Ribbon Chunky Charm Bracelets","<p>These rainbow ribbon gay pride awareness chunky charm bracelets have a rainbow ribbon charm on a silver chunky linked bracelet with a toggle clasp. The sterling silver plated bracelets are 8 1/2 inches and the charm is 3/4 inch.  </p>","Wholesale Merchandise Shop",vendor-unknown,"Maquette en bois à assembler,Petit,Bracelets, clearance_No, color_Rainbow, Gay Pride - Wholesale, Generic, GiftOption_Yes, product-type_Bracelets, shape_Ribbon, Wholesale Merchandise Shop: Bracelets-135, Wholesale Merchandise",0.01102229459,RE-B33-01-RB,,large-rainbow-ribbon-chunky-charm-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,"Gay Pride",,202105181445large-rainbow-ribbon-chunky-charm-bracelets156115881.jpg
501,499,"Christian Fish Cross Symbol Chunky Charm Bracelet","<p>These sterling silver plated religious bracelets are a","Wholesale Merchandise Shop",vendor-unknown,"Animal,Maquette en bois à assembler,Petit,bracelet-style_Chain, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Religious - Wholesale, shape_Cross, Wholesale Merchandise Shop, Wholesale Merchan",0.01102229459,RE-B33-03-R,,christian-fish-cross-symbol-chunky-charm-bracelet,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,Religious,'849228015294,202105181445christian-fish-cross-symbol-chunky-charm-bracelet70490218.jpg
502,500,"Puffed Heart Pink Ribbon Chunky Charm Bracelet","<p>This breast cancer awareness chunky charm bracelet has a puffed silver heart charm with a pink ribbon on a silver chunky linked bracelet with a toggle clasp. The bracelet is 8 1/2 inches and the charm is 1/2 inch. This high quality bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Animal,Maquette en bois à assembler,Petit,bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Br",0.0226796185,RE-B33-05-1,,puffed-heart-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail,4.25,,4.25,251,15.99,Title,"Default Title",,,,,"Pink Ribbon",'849228087192,202105181445puffed-heart-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail188997959.jpg
503,501,"Blessed, Hope, Faith, and Love Cross Chunky Charm Bracelet","<p>These sterling silver plated religious bracelets are a","Wholesale Merchandise Shop",vendor-unknown,"Animal,Maquette en bois à assembler,Petit,bracelet-style_Bangle, Bracelets, clearance_No, color_Silver, Generic, GiftOption_Yes, product-type_Bracelets, Religious - Wholesale, shape_Cross, Wholesale Merchandise Shop, Wholesale Mercha",0.01102229459,RE-B33-05-R,,blessed-hope-faith-and-love-cross-chunky-charm-bracelet,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,Religious,'849228015249,202105181445blessed-hope-faith-and-love-cross-chunky-charm-bracelet290677472.jpg
504,503,"Silver Heart Crystal Pink Ribbon Chunky Charm Bracelet","<p>This breast cancer awareness chunky charm bracelet has a pretty silver heart charm with a crystal pink ribbon on a silver chunky linked bracelet with a toggle clasp. The bracelet is 8 1/2 inches and the charm is 5/8 inch by 5/8 inch. This high quality bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Animal,Maquette en bois à assembler,Petit,bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Br",0.0226796185,RE-B33-100-1,,silver-heart-crystal-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail,4.25,,4.25,251,15.99,Title,"Default Title",,,,,"Pink Ribbon",'849228087222,202105181445silver-heart-crystal-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail376395846.jpg
505,504,"Round Believe Pink Ribbon Chunky Charm Bracelet","<p>This breast cancer awareness chunky charm bracelet has a round silver charm with the word ""Believe"" where the ""L"" is a pink ribbon on a silver chunky linked bracelet with a toggle clasp. The bracelet is 8 1/2 inches and the charm is 1/2 inch in diameter. This high quality bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Animal,Maquette en bois à assembler,Petit,bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Br",0.0226796185,RE-B33-117-1,,round-believe-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail,4.25,,4.25,999,15.99,Title,"Default Title",,,,,"Pink Ribbon",'849228087253,202105181445round-believe-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail404149635.jpg
506,505,"Suicide Awareness Hanging Ribbon Chunky Charm Bracelets","<p>These suicide awareness chunky charm bracelets have circular silver charms detailed with the words ""Suicide Awareness."" The charms feature hanging teal and purple ribbons at their center. The sterling silver-plated bracelets are 8 1/2 inches in length, and the charms are 7/8 inch in diameter.</p>","Wholesale Merchandise Shop",vendor-unknown,"Animal,Maquette en bois à assembler,Petit,bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Teal-Purple, GiftOption_Yes, product-type_Bracelets, Suicide Awareness, Teal & Purple Ribbon - Wholesale, Wholesale ",0.01102229459,RE-B33-126-32SA,,pack-of-12-suicide-awareness-hanging-ribbon-chunky-charm-bracelets-12-bracelets,4.25,,4.25,500,15.99,"Package Quantity","1 Bracelet",,,,,,'8945091228853,202105181445pack-of-12-suicide-awareness-hanging-ribbon-chunky-charm-bracelets-12-bracelets21004406.jpg
507,508,"Rainbow Infinity Chunky Charm Bracelet","<p>This gay pride awareness chunky charm bracelet is a perfect accessory for any pride event. It features a rainbow infinity symbol charm on a silver chunky linked bracelet with a toggle clasp. The sterling silver-plated bracelet is 8 1/2 inches, and the charm is 3/4 inch by 1/4 inch wide.</p>","Wholesale Merchandise Shop",vendor-unknown,"Dinosaure,Maquette en bois à assembler,Moyen,bracelet-style_Charm, Bracelets, clearance_No, color_Silver, Gay Pride - Retail, Generic, GiftOption_Yes, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Bracelets-52, Wholesale ",0.0226796185,RE-B33-132-RB,,rainbow-infinity-chunky-charm-bracelet-1-bracelet-retail,4.25,,4.25,500,15.99,Title,"Default Title",,,,,"Gay Pride",'8945091228204,202105181445rainbow-infinity-chunky-charm-bracelet-1-bracelet-retail430703003.jpg
508,509,"Autism Puzzle Piece Caged Heart Charm Bracelets","<p>These autism awareness bracelets have silver caged hearts with a puzzle piece design and brightly colored red, blue, yellow and green crystals inside the heart on a silver chunky linked bracelet with a toggle clasp. The bracelets are 8 1/2 inches and the charm is 3/4 inch by 3/4 inch. Each bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Maquette en bois à assembler,Petit,Véhicule,Autism - Wholesale, bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Silver, GiftOption_Yes, product-type_Bracelets, Puzzle Piece, Wholesale Merchandise Shop, Wholes",0.01102229459,RE-B33-140-2,,autism-puzzle-piece-caged-heart-charm-bracelets,4.25,,4.25,498,15.99,"Package Quantity","1 Bracelet",,,,,"Autism Ribbon",'8945091222400,202105181445autism-puzzle-piece-caged-heart-charm-bracelets317570855.jpg
509,510,"Hope Pink Ribbon Chunky Charm Bracelet","<p>This breast cancer awareness chunky charm bracelet has a pink ribbon charm with the word ""Hope"" on a silver chunky linked bracelet with a toggle clasp. The bracelet is 8 1/2 inches and the charm is 3/4 inch. This high quality bracelet is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"Maquette en bois à assembler,Petit,Véhicule,bracelet-style_Chain, bracelet-style_Charm, Bracelets, clearance_No, color_Pink, Generic, GiftOption_Yes, Pink Ribbon - Retail, product-type_Bracelets, walmart, Wholesale Merchandise Shop: Br",0.0226796185,RE-B33-29H-1,,hope-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail,4.25,,4.25,500,15.99,Title,"Default Title",,,,,"Pink Ribbon",'849228087307,202105181445hope-pink-ribbon-chunky-charm-bracelet-1-bracelet-retail296589207.jpg
